uuid,fund_uuid,campaign_uuid,user_id,fund_id,challenge_id,title,user_name,ideascale_link,ideascale_user,ideascale_id,amount_requested,amount_received,project_status,funding_status,yes_votes_count,no_votes_count,abstain_votes_count,unique_wallets,problem,solution,currency_symbol,currency,alignment_score,feasibility_score,auditability_score,tags,slug,chain_proposal_id
4ff63494-7b9c-4e96-b678-02d27631fcd3,0dbcc13d-294f-4a0d-b3cf-ed6997babf48,8e9a49d4-6f4e-4234-bdb4-33a504a9271a,,,,"Scalable fake news detection DApp


",,,,,46400,,unfunded,over_budget,109000000,29889707,,,The uncontrollable propagation of fake news through digital media poses direct harm for society in the long term and individual cases now.,"Leveraging Cardano, dynamically construct workflows from third party AI algorithms and data sources for real-time evaluation of content.",,USD,,,,,scalable-fake-news-detection-dapp,
4a644b1a-a4fd-4de7-8365-e92956f24f91,0dbcc13d-294f-4a0d-b3cf-ed6997babf48,8e9a49d4-6f4e-4234-bdb4-33a504a9271a,,,,"SoMint - Art 3.0 ""A Fresh Approach""


",,,,,20000,,unfunded,over_budget,78015941,11474388,,,"The current NFT art market is not open to the masses due to lack of education, high gas fees & exclusivity.",Developing a marketing campaign to educate artists (and collectors) about NFTart.,,USD,,,,,somint-art-3-0-a-fresh-approach,
4a547cc7-4bb5-4f48-aa72-3162d9e8a602,0dbcc13d-294f-4a0d-b3cf-ed6997babf48,8e9a49d4-6f4e-4234-bdb4-33a504a9271a,,,,"Impact the Art Industry with ArtAcy


",,,,,35000,,unfunded,over_budget,126000000,34873933,,,"Many artists have faced problems with unauthorized copies of their works, and it hurts emerging artists as well as established artists.","Platform that will engage and educate artists and investors, ready to provide fast-tracked liquidity and confidence in the art industry.",,USD,,,,,impact-the-art-industry-with-artacy,
48c25aa8-7eea-4657-8482-6fe95049c8bd,0dbcc13d-294f-4a0d-b3cf-ed6997babf48,8e9a49d4-6f4e-4234-bdb4-33a504a9271a,,,,"Crowdfunding platform with ADA


",,,,,42500,,unfunded,over_budget,37326104,17245897,,,"Crowdfunding platforms that do not accept payments with cryptos and have no control over the funds.
Many of the financings end in scam.","To release the project funds, investors must authorize them with a Smart Contract , this will allow more transparency and security.",,USD,,,,,crowdfunding-platform-with-ada,
3ff44b14-9f6f-44ac-8c89-6f9bc34a1317,0dbcc13d-294f-4a0d-b3cf-ed6997babf48,8e9a49d4-6f4e-4234-bdb4-33a504a9271a,,,,"Business Governance Application


",,,,,97849,,unfunded,over_budget,35025081,20917909,,,Ineffective business governance leads to disengaged employees which costs the U.S. $485-605 billion per year [1].,"Increase engagement by automate project assignment, based on employee strengths, current workload, and management/team voting system.",,USD,,,,,business-governance-application,
3fbfb6c6-171b-4d79-898d-764e55dadad1,0dbcc13d-294f-4a0d-b3cf-ed6997babf48,8e9a49d4-6f4e-4234-bdb4-33a504a9271a,,,,"DaPassword - a password manager


",,,,,48000,,unfunded,over_budget,101000000,28099583,,,Your credentials stored securely on the cardano blockchain forever. No recurring fees. No central server controlling your data.,"DaPassword is a password manager that stores all your website passwords in the blockchain, along with bookmarks or anything important.",,USD,,,,,dapassword-a-password-manager,
3a7fe362-f720-4780-9ddf-b38ad8c8ade8,0dbcc13d-294f-4a0d-b3cf-ed6997babf48,dde9ff33-0bdf-461d-838a-86a7218bd115,,,,Cardano for Drupal developers,,,,,48000,,unfunded,not_approved,24715307,28745303,,,There are currently no modules or tools that the Drupal community can use to implement Cardano blockchain solutions.,We would like to develop basic open source Drupal modules that are required for developing Cardano blockchain solutions on Drupal.,,USD,,,,,cardano-for-drupal-developers,
36f99729-e516-4d87-9c9d-03492a559411,0dbcc13d-294f-4a0d-b3cf-ed6997babf48,8e9a49d4-6f4e-4234-bdb4-33a504a9271a,,,,"Secured Ticketing System For Events


",,,,,55000,,unfunded,over_budget,178000000,24106906,,,"Most of the ticketing systems are heavily centralized and illiquid. Also are in high risk of duplication, fraud and hassle.","Complete ticketing service, allowing users to create, sell and secure tickets simply from any device. At low cost. Using Cardano blockchain.",,USD,,,,,secured-ticketing-system-for-events,
2e424337-0de4-43cf-a2f0-f482e6d90e44,0dbcc13d-294f-4a0d-b3cf-ed6997babf48,dde9ff33-0bdf-461d-838a-86a7218bd115,,,,Visual Studio Smart Contract Plugin,Rob Greig,,,,16450,16450,complete,funded,780000000,25468676,,,There are no plugins within Microsoft Visual Studio to build Cardano Smart Contracts on vb or c# .NET. VS is used by millions of developers,The plugin will simplify how you create Smart Contracts on Cardano by creating a template project and instructions on how to get started,,USD,,,,,visual-studio-smart-contract-plugin,
2b73abd1-6a74-4c9b-ba40-26ff6c0f49b5,0dbcc13d-294f-4a0d-b3cf-ed6997babf48,dde9ff33-0bdf-461d-838a-86a7218bd115,,,,Lightweight KEVM Emulator,,,,,20000,,unfunded,over_budget,31714620,14888202,,,"Only EVM emulator exits, not KEVM emulator. Current EVM emulator is not instrumentable, slow and bulk. just a tool not framework.",We build a fully open source cross platform and multi arch lightweight framework since 2019. EVM and WASM module is in closed beta now.,,USD,,,,,lightweight-kevm-emulator,
24b87b4d-cf9a-4e32-aed7-480a47a1b704,0dbcc13d-294f-4a0d-b3cf-ed6997babf48,8e9a49d4-6f4e-4234-bdb4-33a504a9271a,,,,Digital Asset Inheritance,Jeronimo Backes,,,,42000,42000,in_progress,funded,436000000,15998344,,,"Inheritance of crypto currencies and other digital assets should not be complicated, expensive or cumbersome to manage.","A dapp to automate fund transfers in case of death, allowing users to also share seed phrases encoded as ""personal memories"" with loved ones",,USD,,,,,digital-asset-inheritance,
1c39e94f-c01d-4729-a2ce-6af4c2111909,0dbcc13d-294f-4a0d-b3cf-ed6997babf48,dde9ff33-0bdf-461d-838a-86a7218bd115,,,,Wallet Name System (WNS),,,,,30000,,unfunded,over_budget,65345383,24386500,,,Users should be have the option to send funds to human readable names instead of wallet addresses,"To build a decentralized network that maps names and other information to wallet addresses, much like the internet's DNS but for wallets.",,USD,,,,,wallet-name-system-wns,
